flag_url,iosCode,country,population,area,landArea,density,growthRate,worldPercentage,rank,year
https://s3.amazonaws.com/images.wpr.com/flags/24/FK.png,FK,Falkland Islands,"3,780",12.2K,12.2K,0.31,0.29%,,231,2050
https://s3.amazonaws.com/images.wpr.com/flags/24/NU.png,NU,Niue,"1,934",261,261,7,0.05%,,232,2050
https://s3.amazonaws.com/images.wpr.com/flags/24/TK.png,TK,Tokelau,"1,871",12,10,189,1.18%,,233,2050
https://s3.amazonaws.com/images.wpr.com/flags/24/VA.png,VA,Vatican City,510,< 1,< 1,"1,177",1.57%,,234,2050
https://s3.amazonaws.com/images.wpr.com/flags/24/IN.png,IN,India,"1,417,173,173",3.3M,3M,481,0.81%,17.85%,1,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/CN.png,CN,China,"1,425,887,337",9.7M,9.4M,151,-0.02%,17.81%,2,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/US.png,US,United States,"338,289,857",9.4M,9.1M,37,0.5%,4.25%,3,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/ID.png,ID,Indonesia,"275,501,339",1.9M,1.9M,148,0.74%,3.47%,4,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/PK.png,PK,Pakistan,"235,824,862",881.9K,770.9K,312,1.98%,3%,5,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/NG.png,NG,Nigeria,"218,541,212",923.8K,910.8K,246,2.41%,2.8%,6,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/BR.png,BR,Brazil,"215,313,498",8.5M,8.4M,26,0.52%,2.7%,7,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/BD.png,BD,Bangladesh,"171,186,372",147.6K,130.2K,"1,329",1.03%,2.16%,8,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/RU.png,RU,Russia,"144,713,314",17.1M,16.4M,9,-0.19%,1.8%,9,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/MX.png,MX,Mexico,"127,504,125",2M,1.9M,66,0.75%,1.6%,10,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/ET.png,ET,Ethiopia,"123,379,924",1.1M,1.1M,112,2.55%,1.58%,11,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/JP.png,JP,Japan,"123,951,692",377.9K,364.5K,338,-0.53%,1.54%,12,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/PH.png,PH,Philippines,"115,559,009",342.4K,298.2K,394,1.54%,1.47%,13,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/EG.png,EG,Egypt,"110,990,103",1M,1M,113,1.56%,1.41%,14,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/CD.png,CD,Dr Congo,"99,010,212",2.3M,2.3M,45,3.29%,1.28%,15,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/VN.png,VN,Vietnam,"98,186,856",331.2K,313.4K,315,0.68%,1.23%,16,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/IR.png,IR,Iran,"88,550,570",1.6M,1.6M,55,0.7%,1.11%,17,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/TR.png,TR,Turkey,"85,341,241",783.6K,783.6K,110,0.56%,1.07%,18,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/DE.png,DE,Germany,"83,369,843",357.1K,349.4K,238,-0.09%,1.04%,19,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/TH.png,TH,Thailand,"71,697,030",513.1K,510.9K,141,0.15%,0.9%,20,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/GB.png,GB,United Kingdom,"67,508,936",242.9K,241.9K,280,0.34%,0.85%,21,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/TZ.png,TZ,Tanzania,"65,497,748",945.1K,885.8K,76,2.96%,0.84%,22,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/FR.png,FR,France,"64,626,628",551.7K,547.6K,118,0.2%,0.81%,23,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/ZA.png,ZA,South Africa,"59,893,885",1.2M,1.2M,50,0.87%,0.75%,24,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/IT.png,IT,Italy,"59,037,474",301.3K,295.7K,199,-0.28%,0.74%,25,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/KE.png,KE,Kenya,"54,027,487",580.4K,569.1K,97,1.99%,0.69%,26,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/MM.png,MM,Myanmar,"54,179,306",676.6K,652.7K,84,0.74%,0.68%,27,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/CO.png,CO,Colombia,"51,874,024",1.1M,1.1M,47,0.41%,0.65%,28,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/KR.png,KR,South Korea,"51,815,810",100.2K,97.6K,531,-0.06%,0.65%,29,2030
